model,price,transmission,mileage,fuelType,tax,mpg,engineSize,age
 Viva,7500,Manual,2546,Petrol,145,46.3,1.0,6
 Viva,6500,Manual,19880,Petrol,20,62.8,1.0,9
 Viva,5984,Manual,18834,Petrol,20,62.8,1.0,9
 Viva,6499,Manual,23000,Petrol,20,62.8,1.0,8
 Viva,7000,Manual,20100,Petrol,145,61.4,1.0,8
 Viva,8499,Manual,2534,Petrol,140,46.3,1.0,6
 Viva,6000,Manual,13388,Petrol,20,62.8,1.0,8
 Viva,7999,Semi-Auto,6255,Petrol,145,62.8,1.0,7
 Viva,7999,Semi-Auto,9996,Petrol,145,62.8,1.0,7
 Viva,8000,Semi-Auto,7393,Petrol,145,62.8,1.0,7
 Viva,8000,Semi-Auto,5746,Petrol,145,62.8,1.0,7
 Viva,8000,Semi-Auto,7032,Petrol,145,62.8,1.0,7
 Viva,8000,Semi-Auto,9456,Petrol,145,62.8,1.0,7
 Viva,4991,Manual,71011,Petrol,20,62.8,1.0,9
 Viva,5999,Manual,30594,Petrol,145,62.8,1.0,8
 Viva,7990,Manual,3708,Petrol,145,46.3,1.0,6
 Viva,7990,Manual,3251,Petrol,145,46.3,1.0,6
 Viva,8490,Manual,3000,Petrol,145,46.3,1.0,6
 Viva,5999,Manual,30254,Petrol,20,62.8,1.0,9
 Viva,7999,Manual,7800,Petrol,145,46.3,1.0,7
 Viva,8997,Manual,4360,Petrol,145,60.1,1.0,7
 Viva,6999,Manual,14022,Petrol,145,62.8,1.0,8
 Viva,6679,Manual,13234,Petrol,0,65.7,1.0,9
 Viva,3795,Manual,10900,Petrol,20,62.8,1.0,8
 Viva,7990,Manual,7500,Petrol,140,46.3,1.0,7
 Viva,7990,Manual,5000,Petrol,145,46.3,1.0,6
 Viva,7490,Manual,10,Petrol,150,46.3,1.0,6
 Viva,8990,Automatic,3700,Petrol,20,62.8,1.0,8
 Viva,6490,Manual,7500,Petrol,20,62.8,1.0,8
 Viva,5999,Manual,33000,Petrol,20,62.8,1.0,9
 Viva,8490,Manual,12000,Petrol,145,46.3,1.0,6
 Viva,8499,Manual,15000,Petrol,145,46.3,1.0,6
 Viva,6000,Manual,20322,Petrol,20,62.8,1.0,10
 Viva,8295,Manual,2812,Petrol,145,46.3,1.0,6
 Viva,6000,Manual,46297,Petrol,20,62.8,1.0,9
 Viva,5995,Manual,31708,Petrol,20,62.8,1.0,9
 Viva,5750,Manual,20018,Petrol,20,62.8,1.0,10
 Viva,6295,Manual,27923,Petrol,20,62.8,1.0,9
 Viva,6000,Manual,19843,Petrol,20,62.8,1.0,10
 Viva,5200,Manual,21704,Other,0,65.7,1.0,9
 Viva,5695,Manual,12800,Petrol,20,62.8,1.0,9
 Viva,5990,Manual,12387,Petrol,20,62.8,1.0,9
 Viva,6490,Manual,26524,Petrol,20,62.8,1.0,9
 Viva,5900,Manual,23097,Petrol,20,62.8,1.0,9
 Viva,5400,Manual,40972,Petrol,20,62.8,1.0,10
 Viva,8779,Manual,6147,Petrol,145,46.3,1.0,6
 Viva,6275,Manual,15000,Petrol,20,62.8,1.0,8
 Viva,8495,Manual,6849,Petrol,145,46.3,1.0,6
 Viva,8495,Manual,5870,Petrol,145,46.3,1.0,6
 Viva,6288,Manual,5857,Petrol,20,62.8,1.0,8
 Viva,6971,Manual,6859,Petrol,145,61.4,1.0,7
 Mokka,8527,Manual,29327,Petrol,205,43.5,1.6,11
 Mokka,10990,Automatic,16000,Petrol,160,43.5,1.4,9
 Mokka,8990,Manual,39898,Diesel,30,65.7,1.6,9
 Mokka,10801,Manual,17769,Petrol,200,42.2,1.4,9
 Mokka,7999,Manual,39542,Diesel,125,57.6,1.7,12
 Mokka,9495,Manual,16211,Petrol,200,40.9,1.6,9
 Mokka,8795,Automatic,34961,Diesel,150,55.4,1.6,10
 Mokka,8240,Manual,38944,Petrol,200,43.5,1.6,10
 Mokka,9491,Manual,30267,Petrol,160,44.8,1.4,9
 Mokka,9760,Manual,12935,Petrol,160,44.8,1.4,9
 Mokka,19995,Other,1450,Diesel,145,57.7,1.5,6
 Mokka,8995,Manual,15302,Petrol,160,44.8,1.4,10
 Mokka,8995,Manual,38314,Petrol,200,40.9,1.6,9
 Mokka,8198,Manual,28813,Petrol,200,43.5,1.6,10
 Mokka,7998,Manual,41369,Petrol,200,40.9,1.6,10
 Mokka,7998,Manual,31379,Petrol,200,40.9,1.6,10
 Mokka,9998,Manual,18901,Diesel,125,60.1,1.6,9
 Mokka,9498,Manual,16081,Petrol,165,44.8,1.4,9
 Mokka,8995,Manual,26825,Petrol,200,40.9,1.6,9
 Mokka,5995,Manual,58001,Petrol,200,43.5,1.6,12
 Mokka,8995,Manual,26825,Petrol,200,40.9,1.6,9
 Mokka,10495,Manual,14894,Diesel,30,65.7,1.6,9
 Mokka,7998,Manual,42902,Petrol,200,43.5,1.6,10
 Mokka,8498,Manual,42252,Petrol,165,44.8,1.4,9
 Mokka,7998,Manual,48125,Petrol,205,40.9,1.6,9
 Mokka,7698,Manual,51832,Petrol,205,40.9,1.6,10
 Mokka,9739,Manual,17025,Diesel,20,68.9,1.6,9
 Mokka,7949,Manual,67698,Diesel,20,68.9,1.6,10
 Mokka,7495,Manual,42000,Diesel,30,62.8,1.7,11
 Mokka,9998,Manual,6953,Petrol,200,40.9,1.6,9
 Mokka,7998,Manual,56798,Diesel,30,65.7,1.6,9
 Mokka,7495,Manual,50500,Diesel,30,65.7,1.6,9
 Mokka,6698,Manual,46025,Diesel,30,62.8,1.7,11
 Mokka,9498,Manual,26887,Petrol,165,44.8,1.4,9
 Mokka,8998,Manual,32586,Petrol,160,44.8,1.4,9
 Mokka,7998,Manual,22544,Petrol,200,43.5,1.6,11
 Mokka,8598,Manual,36568,Diesel,30,65.7,1.6,9
 Mokka,8498,Manual,28031,Petrol,200,40.9,1.6,9
 Mokka,8998,Manual,34147,Petrol,160,44.8,1.4,10
 Mokka,8998,Manual,36851,Petrol,205,40.9,1.6,9
 Mokka,8998,Manual,33116,Petrol,160,44.8,1.4,9
 Mokka,7998,Manual,43310,Petrol,200,40.9,1.6,9
 Mokka,7298,Manual,49524,Diesel,30,60.1,1.7,11
 Mokka,7998,Manual,18915,Petrol,200,43.5,1.6,11
 Mokka,8298,Manual,37090,Petrol,160,44.8,1.4,10
 Mokka,9998,Manual,19753,Petrol,160,44.8,1.4,9
 Mokka,8998,Manual,25352,Petrol,160,44.8,1.4,10
 Mokka,9698,Manual,26531,Petrol,205,42.2,1.4,10
 Mokka,7498,Manual,36402,Petrol,200,43.5,1.6,11
 Mokka,10698,Manual,17204,Petrol,160,44.8,1.4,9
 Mokka,7998,Manual,40362,Petrol,160,44.8,1.4,10
 Mokka,8998,Manual,36215,Petrol,200,42.2,1.4,10
 Mokka,8298,Manual,39927,Petrol,200,42.2,1.4,10
 Mokka,8498,Manual,44783,Diesel,20,68.9,1.6,10
 Mokka,7998,Manual,46311,Petrol,200,42.2,1.4,10
 Mokka,9998,Manual,19411,Petrol,160,44.8,1.4,9
 Mokka,9998,Manual,18507,Diesel,125,60.1,1.6,9
 Mokka,7798,Manual,34997,Petrol,200,40.9,1.6,10
 Mokka,9998,Manual,24775,Diesel,20,68.9,1.6,9
 Mokka,8698,Manual,30466,Petrol,160,44.8,1.4,10
 Mokka,7498,Manual,24124,Petrol,205,43.5,1.6,12
 Mokka,7201,Manual,49652,Diesel,125,57.6,1.7,12
 Mokka,8991,Automatic,49231,Petrol,160,43.5,1.4,10
 Mokka,8491,Manual,29731,Diesel,30,62.8,1.7,11
 Mokka,6800,Manual,64822,Petrol,200,43.5,1.6,11
 Mokka,8691,Manual,42436,Petrol,165,44.8,1.4,10
 Mokka,8698,Manual,38539,Diesel,30,65.7,1.6,10
 Mokka,8798,Manual,32634,Petrol,160,44.8,1.4,10
 Mokka,7698,Manual,31501,Petrol,200,43.5,1.6,11
 Mokka,6491,Manual,61661,Petrol,200,43.5,1.6,11
 Mokka,8999,Automatic,34076,Petrol,205,40.4,1.4,10
 Mokka,7855,Automatic,40670,Diesel,145,53.3,1.7,11
 Mokka,7855,Automatic,40667,Diesel,150,53.3,1.7,11
 Mokka,8798,Manual,30632,Petrol,205,42.2,1.4,10
 Mokka,7698,Manual,47364,Petrol,200,43.5,1.6,10
 Mokka,8999,Automatic,34076,Petrol,200,40.4,1.4,10
 Mokka,8498,Manual,30503,Petrol,160,44.8,1.4,10
 Mokka,9210,Manual,18348,Petrol,160,44.8,1.4,9
 Mokka,8998,Manual,28849,Petrol,160,44.8,1.4,10
 Mokka,8998,Manual,33850,Petrol,160,44.8,1.4,9
 Mokka,8120,Manual,42675,Diesel,30,60.1,1.7,11
 Mokka,8995,Manual,19003,Diesel,20,68.9,1.6,9
 Mokka,7498,Manual,30824,Petrol,200,43.5,1.6,11
 Mokka,7998,Manual,49633,Diesel,30,60.1,1.7,10
 Mokka,8698,Manual,44845,Diesel,125,60.1,1.6,10
 Mokka,9298,Manual,30596,Petrol,160,44.8,1.4,9
 Mokka,6495,Manual,70733,Diesel,30,60.1,1.7,11
 Mokka,9898,Manual,18556,Petrol,160,44.8,1.4,9
 Mokka,8498,Manual,42923,Petrol,160,44.8,1.4,10
 Mokka,8498,Manual,23820,Diesel,20,68.9,1.6,10
 Mokka,9498,Manual,24022,Diesel,20,68.9,1.6,9
 Mokka,8991,Manual,31048,Petrol,160,44.8,1.4,10
 Mokka,7491,Manual,47695,Diesel,20,68.9,1.6,10
 Mokka,9000,Manual,10524,Petrol,200,40.9,1.6,9
 Mokka,8991,Automatic,29130,Diesel,150,53.3,1.7,10
 Mokka,6798,Manual,63205,Diesel,30,62.8,1.7,11
 Mokka,8698,Manual,30808,Petrol,160,44.8,1.4,10
 Mokka,9998,Automatic,16821,Petrol,205,40.4,1.4,10
 Mokka,9010,Manual,16412,Petrol,160,44.8,1.4,9
 Mokka,9298,Manual,28649,Petrol,165,44.8,1.4,9
 Mokka,7997,Manual,51618,Petrol,200,40.9,1.6,9
 Mokka,8998,Manual,30590,Diesel,20,68.9,1.6,10
 Mokka,9498,Manual,30710,Petrol,200,40.9,1.6,9
 Mokka,8498,Manual,38796,Diesel,20,68.9,1.6,10
 Mokka,9498,Manual,22328,Petrol,160,44.8,1.4,9
 Mokka,8490,Automatic,15336,Petrol,200,41.5,1.4,11
 Mokka,8290,Manual,29200,Petrol,150,47.1,1.4,10
 Mokka,9298,Manual,20668,Petrol,160,44.8,1.4,9
 Mokka,7498,Manual,40128,Petrol,200,43.5,1.6,11
 Mokka,8795,Manual,19987,Petrol,200,40.9,1.6,9
 Mokka,9250,Automatic,39980,Diesel,145,55.4,1.6,9
 Mokka,8698,Manual,45091,Petrol,200,42.2,1.4,10
 Mokka,7795,Manual,33671,Petrol,200,40.9,1.6,10
 Mokka,9200,Manual,11380,Petrol,200,40.9,1.6,9
 Mokka,9195,Manual,19560,Diesel,30,65.7,1.6,9
 Mokka,6995,Manual,37385,Petrol,205,43.5,1.6,12
 Mokka,8295,Manual,31106,Diesel,30,65.7,1.6,9
 Mokka,8990,Manual,12000,Petrol,200,40.9,1.6,10
 Mokka,7990,Manual,39915,Petrol,205,40.9,1.6,9
 Mokka,6950,Manual,43000,Petrol,200,43.5,1.6,11
 Mokka,7495,Manual,43566,Petrol,205,40.9,1.6,9
 Mokka,8500,Manual,34259,Petrol,205,40.9,1.6,9
 Mokka,8695,Manual,33000,Petrol,200,40.9,1.6,9
 Mokka,7895,Manual,61000,Petrol,200,40.9,1.6,10
 Mokka,6895,Manual,90000,Diesel,30,65.7,1.6,9
 Mokka,8150,Manual,48244,Diesel,20,68.9,1.6,10
 Mokka,6390,Manual,48000,Petrol,200,43.5,1.6,12
 Mokka,8290,Manual,39916,Petrol,160,44.8,1.4,10
 Mokka,7990,Manual,22628,Petrol,205,43.5,1.6,10
 Mokka,10170,Automatic,11805,Petrol,200,40.4,1.4,10
 Mokka,7510,Manual,41110,Petrol,200,43.5,1.6,11
 Mokka,8971,Manual,32048,Petrol,205,40.9,1.6,10
 Mokka,9471,Manual,28248,Petrol,205,40.9,1.6,9
 Mokka,8971,Manual,30176,Diesel,30,65.7,1.6,10
 Mokka,8498,Manual,35462,Diesel,125,60.1,1.6,10
 Mokka,7720,Manual,37748,Petrol,160,44.8,1.4,9
 Mokka,8129,Manual,29915,Petrol,200,43.5,1.6,10
 Mokka,9000,Manual,28659,Petrol,160,44.8,1.4,9
 Mokka,7100,Manual,22439,Petrol,200,43.5,1.6,12
 Mokka,7971,Manual,34344,Diesel,125,57.6,1.7,12
 Mokka,8698,Manual,37773,Diesel,30,65.7,1.6,9
 Mokka,7298,Manual,42523,Petrol,205,43.5,1.6,10
 Mokka,8250,Manual,33635,Petrol,200,40.9,1.6,9
 Mokka,8920,Manual,13529,Petrol,160,44.8,1.4,9
 Mokka,6750,Manual,68034,Diesel,30,60.1,1.7,11
 Mokka,10399,Automatic,24042,Petrol,160,43.5,1.4,9
 Mokka,9290,Manual,17982,Petrol,160,44.8,1.4,9
 Mokka,9554,Manual,21050,Diesel,20,68.9,1.6,9
 Mokka,8600,Manual,44471,Petrol,165,44.8,1.4,10
 Mokka,8750,Manual,28635,Petrol,145,47.1,1.4,11
 Mokka,8151,Manual,31746,Diesel,125,57.6,1.7,12
 Mokka,7640,Manual,48047,Diesel,30,62.8,1.7,10
 Mokka,9991,Automatic,19046,Petrol,165,43.5,1.4,9
 Mokka,8391,Manual,23992,Petrol,165,44.8,1.4,9
 Mokka,8995,Manual,32312,Petrol,165,44.8,1.4,9
 Mokka,8990,Automatic,38327,Petrol,200,40.4,1.4,10
 Mokka,7800,Manual,36803,Petrol,150,47.1,1.4,11
 Mokka,8480,Manual,38678,Diesel,20,68.9,1.6,10
 Mokka,7499,Manual,52081,Petrol,205,43.5,1.6,10
 Mokka,9160,Manual,17164,Petrol,200,40.9,1.6,9
 Mokka,7000,Manual,52993,Petrol,200,43.5,1.6,11
 Mokka,8891,Manual,21033,Petrol,200,40.9,1.6,9
 Mokka,9298,Automatic,25321,Petrol,200,40.4,1.4,10
 Mokka,9360,Manual,16518,Diesel,30,65.7,1.6,9
 Mokka,7990,Manual,30786,Petrol,205,43.5,1.6,11
 Mokka,6417,Manual,77127,Diesel,125,57.6,1.7,12
 Mokka,8999,Manual,29840,Petrol,165,44.8,1.4,9
 Mokka,8720,Manual,27395,Petrol,200,42.2,1.4,10
 Mokka,9200,Manual,20434,Petrol,150,47.1,1.4,10
 Mokka,9298,Manual,32239,Diesel,20,68.9,1.6,9
 Mokka,8000,Manual,50556,Diesel,20,68.9,1.6,9
 Mokka,9930,Manual,11500,Petrol,200,40.9,1.6,9
 Mokka,8290,Manual,44516,Petrol,200,42.2,1.4,10
 Mokka,8990,Manual,42814,Diesel,125,60.1,1.6,9
 Mokka,9110,Manual,18617,Petrol,205,40.9,1.6,9
 Mokka,8690,Manual,41581,Diesel,20,68.9,1.6,9
 Mokka,7640,Manual,65421,Diesel,30,65.7,1.6,10
 Mokka,10955,Automatic,41000,Petrol,200,40.4,1.4,10
 Mokka,9955,Manual,45210,Diesel,30,65.7,1.6,10
 Mokka,8955,Manual,53945,Diesel,30,60.1,1.7,11
 Mokka,7390,Manual,45000,Petrol,205,43.5,1.6,11
 Mokka,5995,Automatic,85493,Petrol,205,41.5,1.4,11
 Mokka,5891,Manual,92911,Diesel,30,60.1,1.7,11
 Mokka,6630,Manual,71517,Petrol,200,43.5,1.6,11
 Mokka,7450,Manual,48293,Diesel,30,65.7,1.6,9
 Mokka,10955,Automatic,39500,Petrol,160,43.5,1.4,10
 Mokka,8498,Manual,20135,Petrol,205,43.5,1.6,10
 Mokka,8498,Manual,33104,Diesel,30,65.7,1.6,10
 Mokka,8481,Automatic,34376,Diesel,145,53.3,1.7,10
 Mokka,7391,Manual,45617,Petrol,160,44.8,1.4,10
 Mokka,8500,Manual,29770,Petrol,165,44.8,1.4,9
 Mokka,7000,Manual,50239,Diesel,30,62.8,1.7,11
 Mokka,9000,Manual,66058,Diesel,30,65.7,1.6,9
 Mokka,7860,Manual,51096,Diesel,30,65.7,1.6,10
 Mokka,8990,Manual,27515,Petrol,160,44.8,1.4,9
 Mokka,7600,Manual,56642,Petrol,200,42.2,1.4,10
 Mokka,6700,Manual,69909,Diesel,30,62.8,1.7,11
 Mokka,8000,Manual,53929,Petrol,205,40.9,1.6,10
 Mokka,7500,Manual,50000,Petrol,205,43.5,1.6,11
 Mokka,7200,Manual,63000,Petrol,205,40.9,1.6,9
 Mokka,9290,Manual,18712,Diesel,30,62.8,1.7,10
 Mokka,9790,Manual,12834,Petrol,160,44.8,1.4,9
 Mokka,8498,Manual,55317,Petrol,200,40.9,1.6,9
 Mokka,7750,Manual,37697,Petrol,200,43.5,1.6,10
 Mokka,7895,Manual,36087,Petrol,200,43.5,1.6,11
 Mokka,8660,Manual,32377,Petrol,200,40.9,1.6,9
 Mokka,6481,Manual,47000,Petrol,205,43.5,1.6,12
 Mokka,8053,Manual,36087,Petrol,200,43.5,1.6,11
 Mokka,9200,Manual,20664,Diesel,125,60.1,1.6,9
 Mokka,8798,Manual,22791,Petrol,200,40.9,1.6,10
 Mokka,7699,Manual,40000,Petrol,200,40.9,1.6,9
 Mokka,10891,Manual,11337,Petrol,205,42.2,1.4,9
 Mokka,8500,Manual,39026,Petrol,205,40.9,1.6,9
 Mokka,7250,Manual,27655,Petrol,200,43.5,1.6,11
 Mokka,8698,Manual,43760,Petrol,160,44.1,1.4,11
 Mokka,7070,Manual,53384,Diesel,125,57.6,1.7,11
 Mokka,10998,Automatic,15498,Petrol,165,43.5,1.4,9
 Mokka,10998,Automatic,9437,Petrol,165,43.5,1.4,9
 Mokka,10495,Automatic,11449,Petrol,165,43.5,1.4,9
 Mokka,8150,Manual,58356,Diesel,30,65.7,1.6,9
 Mokka,8998,Manual,28824,Petrol,160,44.8,1.4,9
 Mokka,7998,Manual,51328,Diesel,30,65.7,1.6,10
 Mokka,7599,Manual,46890,Petrol,205,43.5,1.6,11
 Mokka,9499,Automatic,25440,Diesel,150,55.4,1.6,10
 Mokka,7699,Manual,29758,Petrol,200,43.5,1.6,11
 Mokka,9299,Manual,23625,Petrol,160,44.8,1.4,9
 Mokka,10891,Manual,12002,Petrol,200,42.2,1.4,9
 Mokka,9695,Manual,29250,Petrol,160,44.8,1.4,9
 Mokka,9495,Manual,13769,Diesel,30,65.7,1.6,9
 Mokka,9532,Manual,39434,Diesel,30,65.7,1.6,9
 Mokka,7370,Manual,69581,Diesel,125,57.6,1.7,10
 Mokka,10295,Manual,33922,Diesel,20,68.9,1.6,9
 Mokka,8995,Manual,14678,Petrol,200,43.5,1.6,11
 Mokka,9495,Automatic,24617,Petrol,165,43.5,1.4,9
 Mokka,7998,Manual,40834,Petrol,205,42.2,1.4,10
 Mokka,9998,Automatic,19877,Petrol,205,40.4,1.4,10
 Mokka,7991,Manual,37809,Diesel,125,57.6,1.7,11
 Mokka,8391,Manual,42573,Petrol,200,43.5,1.6,10
 Mokka,7995,Manual,39356,Diesel,30,60.1,1.7,11
 Mokka,8995,Manual,33440,Petrol,160,44.8,1.4,9
 Mokka,10030,Manual,6186,Petrol,200,40.9,1.6,9
 Mokka,7950,Manual,47000,Diesel,30,65.7,1.6,10
 Mokka,9180,Manual,22691,Petrol,200,40.9,1.6,9
 Mokka,8560,Manual,39093,Petrol,200,40.9,1.6,9
 Mokka,7710,Manual,39011,Petrol,160,44.8,1.4,10
 Mokka,10391,Automatic,26607,Petrol,160,43.5,1.4,9
 Mokka,8741,Manual,26721,Petrol,165,44.8,1.4,10
 Mokka,7000,Manual,33293,Petrol,200,43.5,1.6,10
 Mokka,9495,Manual,20460,Petrol,200,40.9,1.6,9
 Mokka,7495,Manual,42510,Petrol,200,43.5,1.6,10
 Mokka,7290,Manual,42724,Petrol,145,47.1,1.4,11
 Mokka,8195,Manual,31939,Diesel,30,62.8,1.7,12
 Mokka,8998,Manual,34254,Diesel,20,68.9,1.6,10
 Mokka,6498,Manual,63064,Petrol,205,43.5,1.6,11
 Mokka,6998,Manual,73289,Petrol,160,44.8,1.4,10
 Mokka,8690,Manual,30258,Petrol,200,43.5,1.6,11
 Mokka,9250,Manual,25133,Diesel,20,68.9,1.6,9
 Mokka,7495,Manual,50087,Petrol,165,44.1,1.4,12
 Mokka,6998,Manual,62833,Petrol,145,47.1,1.4,11
 Mokka,10298,Automatic,60570,Petrol,160,43.5,1.4,9
 Mokka,7295,Manual,53150,Diesel,30,62.8,1.7,11
 Mokka,8410,Manual,29506,Petrol,200,40.9,1.6,9
 Mokka,8390,Manual,63216,Petrol,160,44.8,1.4,9
 Mokka,8995,Manual,14678,Petrol,200,43.5,1.6,11
 Mokka,7790,Manual,38214,Petrol,165,44.8,1.4,10
 Mokka,7795,Manual,55492,Diesel,30,65.7,1.6,9
 Mokka,11996,Automatic,11138,Petrol,160,43.5,1.4,9
 Mokka,7370,Manual,47169,Diesel,30,62.8,1.7,11
 Mokka,11500,Manual,5930,Petrol,160,44.8,1.4,9
 Mokka,10000,Manual,9334,Petrol,200,40.9,1.6,9
 Mokka,10997,Manual,8723,Diesel,20,68.9,1.6,9
 Mokka,7295,Automatic,52185,Diesel,145,53.3,1.7,12
 Mokka,10350,Automatic,15091,Petrol,160,43.5,1.4,10
 Mokka,6495,Manual,80522,Petrol,200,43.5,1.6,10
 Mokka,10790,Manual,16952,Petrol,200,42.2,1.4,9
 Mokka,9450,Manual,22062,Petrol,160,44.8,1.4,9
 Mokka,8991,Manual,39988,Diesel,30,65.7,1.6,9
 Mokka,7690,Manual,39110,Diesel,30,62.8,1.7,12
 Mokka,10108,Automatic,16165,Petrol,160,43.5,1.4,10
 Mokka,8150,Manual,58356,Diesel,30,65.7,1.6,9
 Mokka,7778,Manual,43016,Petrol,160,44.1,1.4,11
 Mokka,6998,Manual,42941,Petrol,205,43.5,1.6,11
 Mokka,8500,Manual,24522,Petrol,200,40.9,1.6,10
 Mokka,8998,Manual,22374,Petrol,205,40.9,1.6,9
 Mokka,8400,Manual,29546,Petrol,205,40.9,1.6,9
 Mokka,7799,Manual,39447,Petrol,205,43.5,1.6,11
 Mokka,9200,Manual,37260,Diesel,30,65.7,1.6,9
 Mokka,7777,Manual,69000,Diesel,20,68.9,1.6,9
 Mokka,7950,Manual,20191,Petrol,200,40.9,1.6,9
 Mokka,9450,Manual,20300,Diesel,125,60.1,1.6,9
 Mokka,9300,Manual,26102,Diesel,30,60.1,1.7,10
 Mokka,6291,Manual,74339,Diesel,30,62.8,1.7,11
 Mokka,6661,Manual,74535,Diesel,30,60.1,1.7,10
 Mokka,6998,Manual,57039,Diesel,30,60.1,1.7,12
 Mokka,8200,Manual,41754,Petrol,160,44.8,1.4,10
 Mokka,7449,Manual,56430,Diesel,30,62.8,1.7,11
 Mokka,8188,Manual,49852,Diesel,30,60.1,1.7,10
 Mokka,8498,Manual,26106,Petrol,160,44.8,1.4,10
 Mokka,9700,Manual,18333,Petrol,200,40.9,1.6,9
 Mokka,5699,Manual,78505,Petrol,205,43.5,1.6,12
 Mokka,8999,Manual,27780,Diesel,125,57.6,1.7,10
 Mokka,8998,Manual,28525,Petrol,200,40.9,1.6,9
 Mokka,7800,Manual,51251,Diesel,125,57.6,1.7,11
 Mokka,7999,Manual,36301,Petrol,145,47.1,1.4,11
 Mokka,10295,Automatic,24000,Petrol,160,43.5,1.4,9
 Mokka,7995,Manual,41123,Diesel,125,57.6,1.7,11
 Mokka,7991,Manual,49352,Petrol,150,47.1,1.4,11
 Mokka,8998,Automatic,38803,Diesel,145,55.4,1.6,10
 Mokka,6899,Manual,56093,Petrol,200,43.5,1.6,11
 Mokka,7069,Manual,64593,Petrol,200,43.5,1.6,11
 Mokka,8641,Manual,21744,Petrol,165,44.8,1.4,9
 Mokka,7131,Manual,36528,Diesel,30,62.8,1.7,11
 Mokka,9000,Manual,46650,Petrol,205,42.2,1.4,9
 Mokka,7499,Manual,41370,Petrol,165,44.1,1.4,12
 Mokka,9591,Manual,29707,Petrol,165,44.8,1.4,9
 Mokka,6191,Manual,77011,Diesel,30,62.8,1.7,12
 Mokka,8798,Automatic,28704,Diesel,145,53.3,1.7,11
 Mokka,7512,Manual,43663,Petrol,200,43.5,1.6,11
 Mokka,9299,Manual,38647,Diesel,20,68.9,1.6,9
 Mokka,7498,Manual,44617,Diesel,30,62.8,1.7,10
 Mokka,8499,Manual,24442,Petrol,200,40.9,1.6,9
 Mokka,7799,Manual,74673,Diesel,20,68.9,1.6,9
 Mokka,9280,Manual,13151,Petrol,200,40.9,1.6,9
 Mokka,7491,Manual,48192,Petrol,200,40.9,1.6,10
 Mokka,8420,Manual,36445,Petrol,205,40.9,1.6,9
 Mokka,8570,Manual,38144,Diesel,30,62.8,1.7,10
 Mokka,6670,Manual,57027,Petrol,150,47.1,1.4,11
 Mokka,8129,Manual,39750,Diesel,30,65.7,1.6,9
 Mokka,7890,Manual,55378,Diesel,30,65.7,1.6,10
 Mokka,8040,Manual,36400,Petrol,160,44.8,1.4,9
 Mokka,7498,Manual,38273,Petrol,205,43.5,1.6,11
 Mokka,8490,Manual,37074,Diesel,20,68.9,1.6,9
 Mokka,8180,Manual,53255,Diesel,20,68.9,1.6,10
 Mokka,8826,Manual,28558,Petrol,160,44.8,1.4,10
 Mokka,7540,Manual,65460,Diesel,20,68.9,1.6,9
 Mokka,9490,Manual,22204,Petrol,160,44.8,1.4,10
 Mokka,8020,Manual,29775,Diesel,20,68.9,1.6,10
 Mokka,10263,Automatic,29987,Petrol,165,43.5,1.4,9
 Mokka,8999,Manual,49618,Diesel,125,60.1,1.6,10
 Mokka,7250,Manual,65711,Diesel,30,60.1,1.7,11
 Mokka,7995,Manual,50066,Petrol,205,42.2,1.4,10
 Mokka,8650,Manual,29030,Petrol,200,40.9,1.6,9
 Mokka,9989,Manual,9400,Petrol,160,44.8,1.4,9
 Mokka,8999,Manual,27706,Petrol,200,40.9,1.6,10
 Mokka,8334,Manual,44738,Petrol,200,43.5,1.6,11
 Mokka,7299,Manual,56136,Diesel,30,62.8,1.7,11
 Mokka,8474,Manual,31719,Petrol,200,43.5,1.6,10
 Mokka,6699,Manual,64250,Diesel,30,60.1,1.7,12
 Mokka,52489,Automatic,52489,Diesel,150,55.4,1.6,9
 Mokka,7399,Manual,37601,Diesel,30,62.8,1.7,11
 Mokka,9099,Manual,36281,Diesel,20,68.9,1.6,9
 Mokka,8299,Manual,30400,Petrol,200,40.9,1.6,10
 Mokka,9499,Manual,24136,Diesel,30,65.7,1.6,10
 Mokka,9000,Manual,18851,Diesel,30,62.8,1.7,12
 Mokka,8499,Manual,27700,Petrol,200,40.9,1.6,9
 Mokka,9799,Manual,7326,Petrol,200,40.9,1.6,9
 Mokka,9995,Automatic,15237,Petrol,200,40.4,1.4,10
 Mokka,8459,Manual,35828,Petrol,160,44.8,1.4,10
 Mokka,6990,Manual,67002,Diesel,30,62.8,1.7,11
 Mokka,8490,Manual,28349,Diesel,30,62.8,1.7,10
 Mokka,9491,Manual,30464,Petrol,160,44.8,1.4,10
 Mokka,8495,Manual,35401,Petrol,160,44.8,1.4,10
 Mokka,8495,Manual,27000,Petrol,205,40.9,1.6,9
 Mokka,8495,Manual,48845,Petrol,200,42.2,1.4,9
 Mokka,8493,Manual,43254,Diesel,30,65.7,1.6,9
 Mokka,6500,Manual,69898,Diesel,30,62.8,1.7,11
 Mokka,8500,Manual,41157,Petrol,150,47.1,1.4,10
 Mokka,9863,Manual,4680,Petrol,200,40.9,1.6,9
 Mokka,8210,Manual,36000,Petrol,205,43.5,1.6,10
 Mokka,6191,Manual,66251,Petrol,205,43.5,1.6,11
 Mokka,9291,Manual,29605,Petrol,160,44.8,1.4,9
 Mokka,9491,Manual,22460,Petrol,165,44.8,1.4,9
